Date,Year,Month,Month_Name,Quarter,Day,Daily Rainfall Total (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
7/24/2015,2015,7,July,3,24,0,29.3,32.7,27.3,11.8,40
7/23/2015,2015,7,July,3,23,0,29.3,31.6,27.8,13.6,38.9
7/22/2015,2015,7,July,3,22,0,29.6,32.5,27.6,15.4,37.1
7/21/2015,2015,7,July,3,21,0.4,29.5,32.4,26.9,14.5,34.6
7/20/2015,2015,7,July,3,20,0,29.4,32.5,27.5,14.8,35.6
7/19/2015,2015,7,July,3,19,0.2,29.6,32.5,27.7,14.5,35.6
7/18/2015,2015,7,July,3,18,0,29.8,32.6,28.3,17.3,42.8
7/17/2015,2015,7,July,3,17,0,29.5,32,28.2,14,45.7
7/16/2015,2015,7,July,3,16,1.6,29.3,32.2,27.9,13.8,39.6
7/15/2015,2015,7,July,3,15,0,29.2,32.5,27.5,8.9,39.2
7/14/2015,2015,7,July,3,14,45.8,28.1,31.2,24.2,9.9,32
7/13/2015,2015,7,July,3,13,0,29.4,31.5,27.9,13.1,35.3
7/12/2015,2015,7,July,3,12,0,29.3,32,27.4,14.7,36
7/11/2015,2015,7,July,3,11,0.6,29.4,31.9,27.6,11.1,32
7/10/2015,2015,7,July,3,10,11.4,28.7,30.9,24.5,8.9,26.6
7/9/2015,2015,7,July,3,9,0,29.1,32.4,26.3,6.4,27
7/8/2015,2015,7,July,3,8,20,28.5,31.8,23.6,9.5,34.9
7/7/2015,2015,7,July,3,7,2,29.3,31.7,27.4,12.1,31
7/6/2015,2015,7,July,3,6,0,29.5,31.9,28,13.8,31
7/5/2015,2015,7,July,3,5,0,29.3,31.9,27.1,9.5,27.7
7/4/2015,2015,7,July,3,4,22.2,27.4,29.2,22.1,9.5,59.4
7/3/2015,2015,7,July,3,3,0.4,29.4,32,27.8,13,37.8
7/2/2015,2015,7,July,3,2,0,29.2,31.9,26.9,9.8,35.6
7/1/2015,2015,7,July,3,1,6.4,28.6,30.8,24,8.2,34.9
6/30/2015,2015,6,June,2,30,0,29.7,32.7,27.3,11.9,30.6
6/29/2015,2015,6,June,2,29,0,29.7,32.8,27.1,9.7,31
6/28/2015,2015,6,June,2,28,12.8,29.4,32.3,25.2,13.2,44.3
6/27/2015,2015,6,June,2,27,0,29.9,33,28.1,14.2,32.8
6/26/2015,2015,6,June,2,26,0,29.7,32.3,28,14.2,33.5
6/25/2015,2015,6,June,2,25,0,29.9,32,28.2,15.2,34.6
6/24/2015,2015,6,June,2,24,0,30,33.2,28.3,14.8,34.6
6/23/2015,2015,6,June,2,23,0,30.1,32.8,28.4,13.8,34.6
6/22/2015,2015,6,June,2,22,0,30.2,33.2,28.2,13.2,32.8
6/21/2015,2015,6,June,2,21,0,30,32.5,28.2,12,34.2
6/20/2015,2015,6,June,2,20,0,29.8,32.4,27.6,11.3,32.4
6/19/2015,2015,6,June,2,19,0,29.4,31.8,27.6,12.3,29.5
6/18/2015,2015,6,June,2,18,0,29.5,32,27.5,12.4,32
6/17/2015,2015,6,June,2,17,0.4,28.4,30.7,26.8,9.6,31.7
6/16/2015,2015,6,June,2,16,0,27.7,29.4,25.2,6.1,25.6
6/15/2015,2015,6,June,2,15,3.8,27.7,30.6,24.8,6.3,36.7
6/14/2015,2015,6,June,2,14,13.4,26.8,28.5,24.2,8.1,35.3
6/13/2015,2015,6,June,2,13,0,28.1,30.9,25.7,6.2,24.8
6/12/2015,2015,6,June,2,12,17.4,27,29.7,24.7,5.9,34.2
6/11/2015,2015,6,June,2,11,2.8,28.3,31.9,25.8,7.2,34.6
6/10/2015,2015,6,June,2,10,0,29.2,32.5,26.5,8.5,32
6/9/2015,2015,6,June,2,9,0,28.2,31.8,26.2,6.6,27.4
6/8/2015,2015,6,June,2,8,0,28.4,30.7,26.4,5.4,29.2
6/7/2015,2015,6,June,2,7,28.4,27.9,31.6,25,4.5,21.2
6/6/2015,2015,6,June,2,6,12.8,27.9,32.2,24.9,5.1,40.3
6/5/2015,2015,6,June,2,5,0,29.2,34.3,26.5,7.4,35.3
6/4/2015,2015,6,June,2,4,2.2,29.5,32.9,27.1,11.6,33.8
6/3/2015,2015,6,June,2,3,0,29.2,32.4,26.1,9.1,27
6/2/2015,2015,6,June,2,2,1.8,29.6,33.8,25.6,10.8,37.8
6/1/2015,2015,6,June,2,1,0,29.4,33.9,26.3,9.1,30.6
5/31/2015,2015,5,May,2,31,0,29.7,33.5,27.4,10.4,35.3
5/30/2015,2015,5,May,2,30,0,30,34.2,28.2,15.4,47.9
5/29/2015,2015,5,May,2,29,0,30.1,33.3,28.3,13.9,40.3
5/28/2015,2015,5,May,2,28,0,29,31.8,26.5,9.6,31.3
5/27/2015,2015,5,May,2,27,2,28.3,31.9,25.4,9,33.5
5/26/2015,2015,5,May,2,26,0,28.6,32.2,25.6,8.8,51.5
5/25/2015,2015,5,May,2,25,0,28.8,31.9,26.9,7,50
5/24/2015,2015,5,May,2,24,0,28.7,31.7,25.9,8.6,29.9
5/23/2015,2015,5,May,2,23,5.4,27.1,28.4,25.3,5,24.1
5/22/2015,2015,5,May,2,22,0,29,31.5,28,10,35.3
5/21/2015,2015,5,May,2,21,0,29.4,33,26.9,11.2,38.9
5/20/2015,2015,5,May,2,20,0,29,32.3,26.9,9.9,38.5
5/19/2015,2015,5,May,2,19,0,29.4,33,27.5,9.5,41
5/18/2015,2015,5,May,2,18,2.4,28.6,32,26.3,6.8,38.5
5/17/2015,2015,5,May,2,17,0,29,32.4,26.5,6.3,28.1
5/16/2015,2015,5,May,2,16,0,28.4,31.3,26.4,7.8,27.7
